image_id,x_1,y_1,width,height,class_id
066130.jpg,628,112,361,500,1
066174.jpg,28,80,156,216,1
066228.jpg,81,28,166,230,1
066290.jpg,110,48,153,212,1
066337.jpg,139,135,94,130,1
066344.jpg,14,40,143,198,1
066389.jpg,200,125,369,511,1
066404.jpg,358,340,512,709,1
066409.jpg,18,46,195,270,1
066455.jpg,227,52,153,212,1
066469.jpg,176,78,164,227,1
066514.jpg,98,81,127,176,1
066528.jpg,82,95,140,194,1
066575.jpg,122,49,213,282,1
066781.jpg,49,39,122,169,1
066796.jpg,79,36,195,270,1
066872.jpg,5,34,65,90,1
066913.jpg,89,85,122,169,1
067010.jpg,417,359,754,1044,1
067072.jpg,43,57,195,270,1
067123.jpg,100,141,187,259,1
067157.jpg,210,86,203,281,1
067158.jpg,421,132,315,436,1
067227.jpg,241,77,198,274,1
067272.jpg,90,41,62,86,1
067276.jpg,45,57,91,126,1
067292.jpg,94,64,140,194,1
067296.jpg,83,109,237,328,1
067308.jpg,120,35,101,140,1
067344.jpg,49,34,78,108,1
067356.jpg,73,57,81,112,1
067378.jpg,516,178,463,641,1
067425.jpg,161,82,172,238,1
067429.jpg,50,69,205,284,1
067452.jpg,56,75,156,216,1
067457.jpg,321,131,133,184,1
067477.jpg,155,55,91,126,1
067593.jpg,77,37,187,259,1
067601.jpg,976,441,749,1037,1
067625.jpg,69,96,190,263,1
067626.jpg,153,32,117,162,1
067656.jpg,121,72,185,256,1
067695.jpg,60,53,148,205,1
067830.jpg,84,54,224,310,1
067835.jpg,96,89,177,245,1
067844.jpg,426,211,250,346,1
067885.jpg,101,40,81,112,1
067932.jpg,340,136,157,226,1
067983.jpg,202,121,156,216,1
068032.jpg,173,66,96,133,1
068067.jpg,117,130,172,238,1
068073.jpg,92,75,278,385,1
068084.jpg,71,90,309,407,1
068228.jpg,104,201,112,155,1
068266.jpg,150,173,328,454,1
068280.jpg,13,63,133,172,1
068292.jpg,176,78,91,126,1
068345.jpg,760,116,133,184,1
068396.jpg,170,241,281,389,1
068421.jpg,62,58,96,133,1
068500.jpg,81,80,153,212,1
068523.jpg,87,95,159,220,1
068583.jpg,55,65,260,360,1
068770.jpg,130,73,109,151,1
068830.jpg,129,140,296,410,1
068856.jpg,113,61,101,140,1
068867.jpg,177,88,166,230,1
068871.jpg,61,63,221,306,1
068929.jpg,135,50,73,101,1
068990.jpg,90,89,156,216,1
069051.jpg,196,18,109,151,1
069071.jpg,280,57,114,158,1
069102.jpg,244,182,564,781,1
069109.jpg,104,9,81,112,1
069140.jpg,135,87,99,137,1
069216.jpg,1017,304,468,648,1
069223.jpg,84,67,218,302,1
069247.jpg,707,113,185,256,1
069328.jpg,188,9,273,378,1
069374.jpg,554,110,244,338,1
069393.jpg,219,147,114,158,1
069424.jpg,33,61,91,126,1
069428.jpg,136,43,172,238,1
069430.jpg,43,1,130,180,1
069447.jpg,21,85,221,286,1
069461.jpg,43,55,114,158,1
069524.jpg,494,118,107,148,1
069579.jpg,126,47,161,223,1
069601.jpg,147,7,130,180,1
069614.jpg,128,49,133,194,1
069683.jpg,99,56,138,191,1
069709.jpg,273,267,481,666,1
069732.jpg,99,76,151,209,1
069799.jpg,91,91,250,346,1
069813.jpg,70,51,190,263,1
069922.jpg,262,41,153,212,1
069983.jpg,119,49,138,191,1
070015.jpg,42,39,94,130,1
070021.jpg,284,98,234,324,1
070025.jpg,69,62,159,220,1
070046.jpg,392,72,205,284,1
070089.jpg,305,64,177,245,1
070129.jpg,522,358,728,1008,1
070163.jpg,193,221,179,248,1
070203.jpg,157,84,289,400,1
070211.jpg,26,59,179,248,1
070212.jpg,91,123,120,166,1
070227.jpg,165,33,130,180,1
070287.jpg,122,81,179,248,1
070310.jpg,94,81,138,191,1
070316.jpg,496,87,231,320,1
070350.jpg,96,67,182,252,1
070409.jpg,32,26,192,266,1
070420.jpg,68,72,200,277,1
070428.jpg,83,99,237,328,1
070430.jpg,73,114,187,259,1
070488.jpg,86,86,161,223,1
070652.jpg,63,84,200,277,1
070695.jpg,187,49,133,184,1
070811.jpg,220,25,159,220,1
070826.jpg,189,19,91,126,1
070857.jpg,75,95,187,259,1
070893.jpg,88,46,172,238,1
070920.jpg,141,53,122,169,1
071093.jpg,139,107,221,306,1
071123.jpg,604,477,393,544,1
071136.jpg,66,27,52,72,1
071231.jpg,81,73,187,259,1
071305.jpg,10,70,281,382,1
071311.jpg,56,85,335,412,1
071335.jpg,114,46,117,162,1
071385.jpg,154,44,125,173,1
071477.jpg,64,35,88,122,1
071482.jpg,46,28,195,270,1
071517.jpg,130,201,278,318,1
071527.jpg,56,144,299,414,1
071551.jpg,25,62,127,176,1
071569.jpg,204,105,213,295,1
071575.jpg,133,240,328,454,1
071576.jpg,732,97,276,382,1
071612.jpg,72,91,234,324,1
071615.jpg,147,70,135,187,1
071648.jpg,87,46,117,162,1
071654.jpg,52,48,343,475,1
071671.jpg,151,13,169,234,1
071786.jpg,34,50,104,144,1
071847.jpg,37,25,83,115,1
071861.jpg,80,49,78,108,1
071879.jpg,1,36,276,315,1
071905.jpg,82,85,309,428,1
072032.jpg,96,61,185,256,1
072090.jpg,143,85,192,266,1
072095.jpg,107,67,174,241,1
072138.jpg,118,83,187,259,1
072139.jpg,158,41,122,169,1
072186.jpg,97,83,244,338,1
072289.jpg,111,43,114,158,1
072303.jpg,33,41,125,173,1
072341.jpg,249,20,130,180,1
072347.jpg,47,38,75,104,1
072368.jpg,25,38,125,173,1
072388.jpg,210,76,172,238,1
072424.jpg,215,129,268,371,1
072437.jpg,77,7,114,158,1
072443.jpg,254,76,445,616,1
072464.jpg,150,106,213,295,1
072529.jpg,54,80,195,270,1
072590.jpg,212,103,177,245,1
072607.jpg,63,60,122,169,1
072620.jpg,135,87,192,266,1
072641.jpg,152,108,169,234,1
072653.jpg,154,26,198,274,1
072659.jpg,89,40,290,397,1
072687.jpg,146,150,122,169,1
072719.jpg,659,138,224,310,1
072731.jpg,384,48,107,148,1
072743.jpg,168,108,156,216,1
072768.jpg,320,273,361,500,1
072813.jpg,447,320,517,716,1
072921.jpg,211,143,146,202,1
072922.jpg,212,67,143,198,1
072976.jpg,569,150,263,364,1
073023.jpg,476,153,432,598,1
073063.jpg,137,26,143,198,1
073082.jpg,118,50,104,144,1
073111.jpg,27,108,257,356,1
073214.jpg,91,98,198,274,1
073237.jpg,225,176,229,317,1
073255.jpg,51,105,252,349,1
073418.jpg,111,121,198,274,1
073457.jpg,65,94,127,176,1
073508.jpg,193,18,216,299,1
073620.jpg,118,122,81,112,1
073622.jpg,168,92,213,295,1
073655.jpg,105,74,153,212,1
073685.jpg,39,32,140,194,1
073719.jpg,99,76,335,464,1
073724.jpg,123,305,538,745,1
073746.jpg,64,75,159,204,1
073796.jpg,66,57,153,212,1
073827.jpg,144,128,114,158,1
073831.jpg,75,76,107,148,1
073913.jpg,160,31,234,324,1
073927.jpg,55,53,218,302,1
073967.jpg,213,59,146,202,1
073981.jpg,72,79,83,115,1
074065.jpg,121,5,99,137,1
074067.jpg,655,342,595,824,1
074149.jpg,106,76,125,173,1
074173.jpg,230,37,187,259,1
074199.jpg,71,133,161,223,1
074246.jpg,134,82,135,187,1
074274.jpg,495,33,187,259,1
074285.jpg,59,131,192,266,1
074373.jpg,48,46,148,205,1
074374.jpg,143,67,143,198,1
074459.jpg,77,92,211,292,1
074485.jpg,53,21,81,112,1
074489.jpg,24,23,104,144,1
074495.jpg,153,18,286,373,1
074516.jpg,967,597,881,1220,1
074539.jpg,88,108,104,144,1
074663.jpg,143,36,135,187,1
074668.jpg,310,87,255,353,1
074676.jpg,31,63,143,198,1
074705.jpg,61,41,109,151,1
074822.jpg,154,87,130,180,1
074832.jpg,35,35,99,137,1
074836.jpg,60,43,204,284,1
074839.jpg,234,58,122,169,1
074841.jpg,135,53,140,194,1
074915.jpg,80,39,156,216,1
074984.jpg,1020,1421,621,860,1
074999.jpg,81,139,166,230,1
075004.jpg,225,22,125,173,1
075012.jpg,69,91,252,349,1
075102.jpg,114,64,107,148,1
075144.jpg,92,61,179,248,1
075148.jpg,206,198,304,421,1
075182.jpg,661,394,983,1361,1
075203.jpg,35,68,166,230,1
075204.jpg,152,79,138,191,1
075227.jpg,156,133,138,191,1
075229.jpg,166,115,182,252,1
075258.jpg,107,31,86,119,1
075291.jpg,88,62,122,169,1
075344.jpg,113,48,68,101,1
075366.jpg,97,42,182,252,1
075390.jpg,192,51,107,148,1
075414.jpg,138,42,205,284,1
075425.jpg,127,18,101,140,1
075453.jpg,219,78,114,158,1
075467.jpg,156,73,91,126,1
075504.jpg,165,98,156,216,1
075514.jpg,51,84,208,288,1
075565.jpg,72,68,237,328,1
075672.jpg,466,67,229,317,1
075834.jpg,62,26,78,108,1
075859.jpg,73,7,68,94,1
075976.jpg,103,53,120,166,1
076028.jpg,207,32,346,479,1
076116.jpg,15,19,117,162,1
076160.jpg,91,74,317,439,1
076178.jpg,158,33,47,65,1
076187.jpg,75,117,234,324,1
076258.jpg,71,52,200,277,1
076260.jpg,186,65,55,76,1
076332.jpg,93,106,81,112,1
076385.jpg,14,78,260,360,1
076530.jpg,290,143,224,310,1
076604.jpg,602,174,369,511,1
076626.jpg,46,118,153,212,1
076634.jpg,66,42,125,173,1
076671.jpg,107,24,78,108,1
076733.jpg,1065,227,549,760,1
076755.jpg,95,44,182,233,1
076778.jpg,1083,139,257,356,1
076789.jpg,96,47,146,202,1
076793.jpg,42,33,78,104,1
076808.jpg,212,53,101,140,1
076809.jpg,1,35,203,281,1
076827.jpg,150,83,169,234,1
077057.jpg,106,54,174,241,1
077111.jpg,23,57,281,389,1
077136.jpg,311,45,237,328,1
077139.jpg,113,58,70,97,1
077160.jpg,71,52,177,245,1
077181.jpg,131,52,143,198,1
077190.jpg,205,125,73,101,1
077255.jpg,81,55,109,151,1
077265.jpg,157,67,114,158,1
077272.jpg,56,94,140,186,1
077322.jpg,53,86,442,612,1
077331.jpg,68,79,166,230,1
077380.jpg,74,29,78,108,1
077401.jpg,116,151,190,263,1
077485.jpg,184,68,133,184,1
077499.jpg,139,31,161,223,1
077526.jpg,61,66,169,234,1
077570.jpg,92,34,112,155,1
077600.jpg,87,28,114,158,1
077610.jpg,76,58,174,241,1
077672.jpg,90,53,221,306,1
077712.jpg,35,91,177,245,1
077738.jpg,90,18,112,155,1
077745.jpg,129,56,164,227,1
077748.jpg,115,63,86,119,1
077817.jpg,207,52,70,97,1
077818.jpg,131,81,265,367,1
077823.jpg,104,194,159,220,1
077847.jpg,71,211,380,526,1
077877.jpg,439,267,666,922,1
077973.jpg,84,34,104,144,1
078004.jpg,74,39,138,191,1
078028.jpg,146,28,83,115,1
078086.jpg,115,62,187,259,1
078164.jpg,93,130,231,320,1
078308.jpg,27,51,78,108,1
078337.jpg,112,63,143,198,1
078375.jpg,69,33,127,176,1
078471.jpg,102,84,185,256,1
078518.jpg,153,90,166,230,1
078519.jpg,135,127,260,353,1
078589.jpg,185,151,190,263,1
078623.jpg,136,131,101,140,1
078634.jpg,180,7,83,115,1
078688.jpg,115,92,237,328,1
078699.jpg,1460,128,338,468,1
078700.jpg,147,27,83,115,1
078788.jpg,31,85,182,252,1
078842.jpg,110,62,117,162,1
078881.jpg,241,66,291,403,1
079057.jpg,346,94,634,878,1
079146.jpg,155,152,328,454,1
079163.jpg,146,127,333,461,1
079182.jpg,81,26,101,140,1
079246.jpg,47,95,226,313,1
079328.jpg,505,157,307,425,1
079348.jpg,87,71,122,169,1
079408.jpg,100,46,125,173,1
079471.jpg,704,162,408,565,1
079514.jpg,270,190,250,346,1
079646.jpg,97,63,109,151,1
079720.jpg,96,88,146,202,1
079746.jpg,156,62,203,281,1
079758.jpg,207,54,70,97,1
079805.jpg,73,101,221,306,1
079821.jpg,41,63,174,241,1
079924.jpg,165,66,229,317,1
080002.jpg,235,27,62,86,1
080015.jpg,203,58,138,191,1
080024.jpg,106,94,208,288,1
080077.jpg,46,146,333,461,1
080084.jpg,23,55,211,292,1
080117.jpg,14,16,101,140,1
080190.jpg,207,38,195,270,1
080337.jpg,106,76,153,212,1
080385.jpg,62,20,148,205,1
080458.jpg,112,107,265,364,1
080568.jpg,168,89,130,180,1
080571.jpg,122,49,125,173,1
080575.jpg,165,72,78,108,1
080610.jpg,1,83,239,331,1
080614.jpg,43,79,203,281,1
080655.jpg,111,33,122,169,1
080656.jpg,23,45,153,212,1
080741.jpg,146,73,179,248,1
080748.jpg,107,108,224,310,1
080762.jpg,57,62,304,421,1
080775.jpg,104,83,247,342,1
080842.jpg,60,38,237,328,1
080848.jpg,597,239,382,529,1
080858.jpg,42,24,73,101,1
080873.jpg,174,93,112,155,1
080893.jpg,145,33,73,101,1
080899.jpg,101,61,96,133,1
080968.jpg,86,64,273,378,1
081044.jpg,56,83,315,414,1
081058.jpg,24,45,112,155,1
081062.jpg,45,43,156,216,1
081132.jpg,98,92,192,266,1
081187.jpg,141,121,211,292,1
081274.jpg,68,47,86,119,1
081310.jpg,147,77,135,187,1
081330.jpg,76,58,89,140,1
081374.jpg,173,19,146,202,1
081388.jpg,165,71,107,148,1
081442.jpg,154,143,255,353,1
081444.jpg,90,58,159,220,1
081454.jpg,355,121,278,385,1
081459.jpg,78,26,60,108,1
081460.jpg,711,56,107,148,1
081470.jpg,116,97,169,234,1
081496.jpg,93,73,164,227,1
081551.jpg,119,90,198,274,1
081598.jpg,299,33,86,119,1
081605.jpg,404,214,504,698,1
081606.jpg,360,224,169,234,1
081675.jpg,95,113,179,248,1
081706.jpg,54,41,120,166,1
081726.jpg,75,37,146,202,1
081758.jpg,104,39,291,403,1
081760.jpg,185,31,182,252,1
081807.jpg,97,98,198,274,1
081808.jpg,92,97,138,191,1
081841.jpg,78,24,195,270,1
081846.jpg,150,62,192,266,1
081847.jpg,758,260,1235,1710,1
081930.jpg,177,45,101,140,1
081995.jpg,47,44,127,176,1
081996.jpg,223,20,120,166,1
082016.jpg,1,153,723,1001,1
082100.jpg,130,115,156,216,1
082121.jpg,100,96,182,252,1
082160.jpg,233,146,151,209,1
082186.jpg,89,89,140,194,1
082221.jpg,106,46,205,284,1
082230.jpg,22,29,109,151,1
082244.jpg,151,101,140,194,1
082381.jpg,69,33,44,61,1
082387.jpg,35,63,140,194,1
082443.jpg,173,57,179,248,1
082670.jpg,37,55,230,338,1
082676.jpg,93,114,198,274,1
082681.jpg,33,29,44,61,1
082685.jpg,118,28,117,162,1
082696.jpg,71,152,380,526,1
082706.jpg,147,37,81,112,1
082782.jpg,158,117,250,346,1
082794.jpg,179,91,109,151,1
082884.jpg,172,83,151,209,1
082897.jpg,55,70,244,338,1
082926.jpg,225,103,143,198,1
082981.jpg,69,16,208,288,1
082996.jpg,40,66,99,137,1
083003.jpg,54,91,185,256,1
083069.jpg,80,35,125,173,1
083075.jpg,128,128,122,169,1
083087.jpg,33,22,62,86,1
083180.jpg,74,107,88,122,1
083275.jpg,152,67,148,205,1
083292.jpg,292,97,208,288,1
083326.jpg,499,50,169,234,1
083366.jpg,78,21,138,191,1
083400.jpg,155,59,114,158,1
083406.jpg,121,42,125,184,1
083425.jpg,41,41,166,225,1
083462.jpg,247,50,99,137,1
083581.jpg,97,33,109,151,1
083619.jpg,159,101,179,248,1
083706.jpg,128,103,226,313,1
083780.jpg,180,58,117,176,1
083870.jpg,26,28,125,173,1
083874.jpg,28,13,114,158,1
083880.jpg,74,39,177,245,1
083977.jpg,288,362,486,673,1
083996.jpg,128,58,200,277,1
084026.jpg,172,43,104,144,1
084094.jpg,94,68,164,227,1
084105.jpg,105,83,151,209,1
084146.jpg,100,8,68,94,1
084201.jpg,137,132,143,198,1
084208.jpg,358,317,564,781,1
084211.jpg,276,71,213,295,1
084255.jpg,53,39,182,238,1
084259.jpg,265,36,112,155,1
084268.jpg,110,46,203,281,1
084315.jpg,144,44,75,104,1
084406.jpg,81,66,213,295,1
084478.jpg,131,62,153,212,1
084555.jpg,42,84,195,270,1
084588.jpg,193,111,125,173,1
084728.jpg,264,84,112,155,1
084857.jpg,262,156,164,227,1
084882.jpg,142,101,216,299,1
084910.jpg,59,72,195,270,1
084999.jpg,258,99,205,284,1
085021.jpg,188,69,250,346,1
085023.jpg,182,60,161,221,1
085077.jpg,15,105,239,288,1
085241.jpg,120,55,211,291,1
085250.jpg,76,75,153,212,1
085256.jpg,70,70,179,248,1
085275.jpg,315,136,395,547,1
085327.jpg,47,46,75,104,1
085350.jpg,326,208,486,673,1
085351.jpg,224,90,198,274,1
085356.jpg,375,222,637,882,1
085390.jpg,100,120,169,234,1
085444.jpg,128,28,179,248,1
085453.jpg,48,31,143,198,1
085460.jpg,139,95,239,331,1
085474.jpg,176,67,99,137,1
085487.jpg,125,76,117,162,1
085507.jpg,89,61,101,140,1
085555.jpg,153,33,88,122,1
085589.jpg,33,68,218,302,1
085598.jpg,110,68,348,482,1
085613.jpg,58,75,190,263,1
085700.jpg,116,76,179,248,1
085754.jpg,157,125,361,500,1
085777.jpg,28,37,328,454,1
085786.jpg,89,69,83,115,1
085819.jpg,164,100,244,338,1
085840.jpg,183,51,130,180,1
085893.jpg,107,98,166,230,1
085896.jpg,91,77,187,259,1
085897.jpg,198,42,107,148,1
085927.jpg,68,112,177,245,1
085983.jpg,120,82,156,216,1
086026.jpg,101,13,73,101,1
086036.jpg,101,23,221,267,1
086061.jpg,115,110,208,288,1
086090.jpg,53,28,94,130,1
086142.jpg,48,21,177,245,1
086189.jpg,82,41,148,205,1
086193.jpg,110,108,221,306,1
086201.jpg,287,41,237,328,1
086445.jpg,241,30,182,252,1
086468.jpg,10,82,99,137,1
086471.jpg,34,68,99,137,1
086473.jpg,90,44,91,126,1
086508.jpg,208,185,120,166,1
086516.jpg,59,181,398,551,1
086532.jpg,310,81,143,198,1
086660.jpg,246,13,130,180,1
086739.jpg,63,74,107,148,1
086743.jpg,129,79,237,328,1
086797.jpg,233,26,195,270,1
086814.jpg,702,252,949,1314,1
086843.jpg,245,134,70,97,1
086911.jpg,81,77,91,126,1
086978.jpg,264,210,424,587,1
086983.jpg,194,86,211,292,1
086997.jpg,34,12,91,126,1
087012.jpg,136,56,164,227,1
087086.jpg,26,28,49,68,1
087103.jpg,117,32,42,58,1
087165.jpg,53,44,283,392,1
087193.jpg,261,61,406,562,1
087197.jpg,254,100,49,68,1
087212.jpg,16,46,151,209,1
087342.jpg,157,36,96,133,1
087410.jpg,322,219,252,349,1
087416.jpg,14,12,112,155,1
087467.jpg,91,45,306,425,1
087490.jpg,37,40,96,133,1
087530.jpg,87,45,109,151,1
087583.jpg,172,55,122,169,1
087603.jpg,477,183,325,450,1
087675.jpg,56,74,166,230,1
087697.jpg,25,84,348,413,1
087807.jpg,172,78,127,176,1
087841.jpg,243,59,122,169,1
087864.jpg,81,125,239,331,1
087890.jpg,418,50,122,169,1
087992.jpg,161,48,94,130,1
088005.jpg,40,42,39,54,1
088084.jpg,134,23,52,72,1
088085.jpg,36,39,268,371,1
088095.jpg,47,24,57,79,1
088117.jpg,169,78,107,148,1
088136.jpg,86,101,231,320,1
088176.jpg,127,111,317,439,1
088221.jpg,426,69,510,706,1
088225.jpg,358,217,289,400,1
088238.jpg,76,76,107,148,1
088300.jpg,95,79,122,169,1
088319.jpg,87,64,211,292,1
088366.jpg,73,28,65,90,1
088410.jpg,36,59,101,140,1
088461.jpg,59,14,104,144,1
088492.jpg,130,4,70,97,1
088527.jpg,252,113,190,263,1
088548.jpg,36,37,159,227,1
088574.jpg,104,64,140,194,1
088594.jpg,347,95,257,356,1
088611.jpg,121,40,81,112,1
088631.jpg,37,49,114,158,1
088672.jpg,274,31,213,295,1
088686.jpg,143,39,97,140,1
088724.jpg,91,47,148,205,1
088792.jpg,234,36,117,162,1
088866.jpg,94,81,172,238,1
088965.jpg,131,84,177,245,1
089076.jpg,96,74,109,151,1
089089.jpg,87,75,237,328,1
089211.jpg,57,54,182,252,1
089217.jpg,172,29,120,166,1
089219.jpg,58,108,239,331,1
089241.jpg,190,59,143,198,1
089257.jpg,71,74,231,320,1
089315.jpg,593,67,143,198,1
089371.jpg,332,120,187,259,1
089377.jpg,281,100,213,295,1
089457.jpg,188,160,273,378,1
089511.jpg,124,50,122,169,1
089527.jpg,51,106,198,274,1
089565.jpg,49,70,239,295,1
089676.jpg,884,3,289,400,1
089696.jpg,76,69,273,378,1
089734.jpg,55,140,211,292,1
089826.jpg,63,57,208,288,1
089838.jpg,102,86,174,241,1
089936.jpg,74,98,224,310,1
089944.jpg,111,26,153,212,1
089961.jpg,90,105,146,202,1
090007.jpg,64,62,148,205,1
090009.jpg,165,91,200,277,1
090146.jpg,78,118,166,230,1
090164.jpg,121,78,156,216,1
090181.jpg,56,7,117,162,1
090249.jpg,56,71,177,245,1
090286.jpg,133,44,185,256,1
090328.jpg,113,96,244,338,1
090403.jpg,39,51,265,367,1
090418.jpg,90,87,208,288,1
090583.jpg,45,16,101,140,1
090610.jpg,314,179,99,137,1
090613.jpg,239,73,120,166,1
090658.jpg,75,116,182,252,1
090711.jpg,208,57,65,90,1
090726.jpg,172,34,86,119,1
090751.jpg,97,96,174,241,1
090773.jpg,174,61,146,202,1
090878.jpg,155,78,127,176,1
090968.jpg,286,33,200,277,1
090999.jpg,69,36,70,97,1
091005.jpg,131,202,692,958,1
091111.jpg,1,59,187,253,1
091165.jpg,266,127,174,241,1
091177.jpg,671,230,577,799,1
091184.jpg,95,87,146,202,1
091219.jpg,114,42,148,205,1
091234.jpg,132,63,96,133,1
091331.jpg,215,38,70,97,1
091354.jpg,66,50,86,119,1
091358.jpg,94,79,169,234,1
091368.jpg,242,34,159,220,1
091380.jpg,189,127,364,504,1
091505.jpg,175,82,88,122,1
091578.jpg,38,31,70,97,1
091616.jpg,256,167,426,590,1
091620.jpg,60,15,237,307,1
091632.jpg,230,168,494,684,1
091642.jpg,180,65,182,252,1
091643.jpg,96,84,112,155,1
091707.jpg,172,32,125,173,1
091710.jpg,410,112,221,306,1
091726.jpg,67,91,156,216,1
091761.jpg,352,330,447,619,1
091826.jpg,84,111,122,169,1
091843.jpg,24,39,65,90,1
091853.jpg,189,33,101,140,1
091965.jpg,17,77,151,209,1
091976.jpg,70,71,164,227,1
091988.jpg,193,59,88,122,1
092023.jpg,162,79,88,122,1
092026.jpg,192,62,146,202,1
092029.jpg,89,82,259,367,1
092043.jpg,160,139,122,169,1
092064.jpg,96,66,140,194,1
092093.jpg,44,35,104,144,1
092210.jpg,39,20,109,151,1
092234.jpg,68,65,148,205,1
092239.jpg,310,47,213,295,1
092252.jpg,390,71,107,148,1
092400.jpg,97,101,164,227,1
092403.jpg,170,52,47,65,1
092445.jpg,83,74,81,112,1
092481.jpg,199,57,187,259,1
092545.jpg,105,100,148,205,1
092548.jpg,205,51,159,220,1
092551.jpg,90,44,151,209,1
092561.jpg,318,41,125,173,1
092562.jpg,282,204,122,169,1
092574.jpg,80,123,299,375,1
092605.jpg,62,60,203,281,1
092630.jpg,422,80,367,508,1
092734.jpg,253,56,153,212,1
092793.jpg,149,107,286,396,1
092804.jpg,74,12,304,421,1
092932.jpg,140,63,221,306,1
092966.jpg,99,22,96,133,1
093002.jpg,40,63,198,232,1
093015.jpg,93,28,73,119,1
093110.jpg,1409,467,1193,1652,1
093122.jpg,26,104,270,373,1
093176.jpg,246,46,130,180,1
093185.jpg,22,39,114,155,1
093213.jpg,96,86,143,198,1
093251.jpg,706,60,733,1004,1
093260.jpg,95,55,166,230,1
093280.jpg,19,57,205,284,1
093294.jpg,62,44,96,133,1
093346.jpg,131,38,101,140,1
093419.jpg,65,86,265,367,1
093459.jpg,122,60,192,266,1
093469.jpg,113,66,146,202,1
093542.jpg,690,111,369,511,1
093552.jpg,42,95,182,252,1
093565.jpg,100,43,99,137,1
093636.jpg,137,72,65,90,1
093666.jpg,95,21,190,263,1
093675.jpg,101,87,611,846,1
093710.jpg,46,75,166,230,1
093805.jpg,59,66,195,270,1
093856.jpg,229,25,125,173,1
093870.jpg,58,47,120,166,1
093928.jpg,200,58,270,374,1
093931.jpg,16,42,140,194,1
093979.jpg,117,60,109,151,1
094001.jpg,119,62,125,173,1
094003.jpg,46,52,65,90,1
094009.jpg,144,61,127,176,1
094024.jpg,157,51,122,169,1
094049.jpg,226,73,135,187,1
094089.jpg,165,48,91,126,1
094108.jpg,117,7,73,101,1
094141.jpg,170,49,231,320,1
094145.jpg,153,41,143,198,1
094222.jpg,265,118,177,245,1
094223.jpg,102,56,182,252,1
094274.jpg,236,109,91,126,1
094352.jpg,214,282,671,929,1
094361.jpg,56,65,81,112,1
094417.jpg,271,55,91,126,1
094473.jpg,34,94,377,504,1
094489.jpg,126,46,122,169,1
094601.jpg,202,18,127,176,1
094617.jpg,69,84,398,551,1
094746.jpg,132,33,125,173,1
094751.jpg,206,30,114,158,1
094784.jpg,51,113,164,227,1
094846.jpg,75,23,78,108,1
094850.jpg,225,85,125,173,1
094864.jpg,40,74,120,166,1
094914.jpg,101,37,112,155,1
094915.jpg,122,52,96,133,1
094946.jpg,95,144,192,266,1
095034.jpg,235,19,101,140,1
095178.jpg,705,120,369,511,1
095311.jpg,247,98,156,216,1
095327.jpg,395,33,421,583,1
095372.jpg,171,36,120,166,1
095378.jpg,22,29,147,205,1
095398.jpg,139,52,135,187,1
095426.jpg,220,105,86,119,1
095456.jpg,98,26,78,108,1
095474.jpg,73,105,192,266,1
095480.jpg,84,100,83,115,1
095487.jpg,233,280,289,400,1
095534.jpg,101,64,172,238,1
095574.jpg,127,25,91,126,1
095725.jpg,44,67,148,195,1
095867.jpg,204,199,265,367,1
095881.jpg,73,41,127,176,1
095887.jpg,292,56,295,508,1
095896.jpg,232,132,122,169,1
095920.jpg,71,119,239,331,1
095924.jpg,250,29,107,148,1
095962.jpg,123,41,112,155,1
095965.jpg,160,8,169,234,1
095985.jpg,333,88,237,328,1
095987.jpg,37,38,125,173,1
096011.jpg,563,69,138,191,1
096108.jpg,120,71,114,158,1
096120.jpg,104,113,205,284,1
096125.jpg,130,70,126,202,1
096134.jpg,47,69,140,194,1
096135.jpg,37,54,328,443,1
096167.jpg,99,11,127,176,1
096168.jpg,66,56,62,86,1
096178.jpg,71,120,226,313,1
096185.jpg,102,67,125,173,1
096196.jpg,49,50,81,112,1
096261.jpg,94,38,81,112,1
096301.jpg,101,89,172,238,1
096347.jpg,168,106,278,385,1
096360.jpg,66,35,49,68,1
096404.jpg,56,26,104,144,1
096423.jpg,151,96,252,349,1
096455.jpg,561,364,1030,1426,1
096459.jpg,206,62,146,202,1
096467.jpg,151,222,372,515,1
096644.jpg,158,94,161,223,1
096669.jpg,216,123,244,338,1
096749.jpg,135,36,156,216,1
096795.jpg,72,25,86,119,1
096853.jpg,83,119,187,259,1
096943.jpg,30,64,120,166,1
096974.jpg,245,143,216,299,1
097164.jpg,42,25,86,119,1
097249.jpg,166,80,216,299,1
097268.jpg,120,32,88,122,1
097357.jpg,224,14,117,162,1
097471.jpg,1,21,177,245,1
097492.jpg,74,31,143,198,1
097508.jpg,82,125,185,256,1
097555.jpg,33,29,83,115,1
097608.jpg,88,66,88,122,1
097796.jpg,144,83,203,281,1
097815.jpg,120,103,268,371,1
097853.jpg,21,49,88,122,1
097859.jpg,21,34,99,137,1
097872.jpg,165,39,237,328,1
097892.jpg,349,106,190,263,1
097966.jpg,47,101,192,266,1
098032.jpg,269,53,346,479,1
098046.jpg,50,39,101,140,1
098097.jpg,21,29,185,256,1
098123.jpg,114,52,125,173,1
098124.jpg,61,57,68,94,1
098176.jpg,70,33,112,155,1
098232.jpg,825,166,530,734,1
098236.jpg,41,20,68,94,1
098258.jpg,217,80,182,252,1
098301.jpg,60,40,94,130,1
098335.jpg,65,60,250,346,1
098337.jpg,78,90,182,252,1
098410.jpg,187,88,182,252,1
